UID,Company Name,Basisnaam,Salesnav,tRIfINACN,Textkernal ,Bizzy,Company Website,Company Domain,Domein,Company Industry,Company Specialities,Company Employee Count,Company Employee Range,Company Location,Company Linkedin URL,Company Type,Company Year Founded,Company Profile Picture,Company Description,In List?
SN95,Showpad,showpad,Salesnav,TriFinance,#N/A,>30 vacatures,https://www.showpad.com,www.showpad.com,showpad,Software Development,"Content Marketing, Sales Enablement, Content Effectiveness, Sales Effectiveness, Content Activation, Marketing and Sales Alignment, Mobile Sales Tool, Sales Readiness, Sales Coaching and Training",399,501 to 1000,"Ghent, Flemish Region, Belgium",https://www.linkedin.com/company/2446860,Privately Held,2011,https://media.licdn.com/dms/image/v2/D560BAQE_gXgfbMfGmQ/company-logo_400_400/company-logo_400_400/0/1708381727035/showpad_logo?e=1733961600&v=beta&t=3xASBEEr0RvQE6tW93d2DyUpBz7V6nRiQp7rgRiMRec,"At Showpad, we're all about helping you tap the full potential of every seller. Our Showpad Enablement Operating System (eOS) brings together your marketing and revenue teams, uniting them around the content, training, and tools that help win deals and grow revenue. eOS is an all-in-one, AI-powered solution that adapts to your unique strategy and tech stack. And wherever you may be in your enablement journey, our team of experts has got you covered.

Showpad has been named a Leader in the Forrester Wave™ Sales Readiness Solutions 2023 report, listed as a top 10 software company by G2, and recognized among Built In’s Best Places to Work 2024.


Showpad has been named a Strong Performer by Forrester’s Wave for Sales Content Solutions, recognized as a top 10 software company by G2, and listed in Deloitte’s Fast 50 and Inc Magazine’s 2019 Best Workplaces. Learn more at Showpad.com.",Yes
SN96,Smulders,smulders,Salesnav,,#N/A,>30 vacatures,http://www.smulders.com,www.smulders.com,smulders,Construction,"Steel constructions, Architectural steel constructions, High-grade industrial constructions, Bridges, EPC Contractor, Offshore Wind Turbine Foundations, Offshore High Voltage Substations",830,1001 to 5000,"Arendonk, Flemish Region, Belgium",https://www.linkedin.com/company/2456316,Privately Held,1966,https://media.licdn.com/dms/image/v2/C560BAQFRqB1MfbJB2w/company-logo_400_400/company-logo_400_400/0/1631437337596/smulders_group_holdco_b_v__logo?e=1733961600&v=beta&t=7lUVMznSECJsG1LETTgIjuTQGsmQomXxf6iw6l3qWqQ,"Smulders is a multidisciplinary and international construction company with branches in Belgium (Arendonk, Balen and Hoboken), the Netherlands, Poland and the UK. We build sustainable infrastructure according to the design & build principle, focusing on civil and industrial projects and offshore wind energy. ",Yes
SN97,Solvint,solvint,Salesnav,,#N/A,Consultancy,http://www.solvint.com,www.solvint.com,solvint,Business Consulting and Services,"Purchasing, Supply Management, Sourcing, Procurement, Supply Chain Management, Inkoop, Aankoop, Logistiek, operations, Operational excellence, End-to-End Supply Chain, Project Management, Organization Development, Interim, Consultancy, Supply Chain, Food Industry, FMCG, Retail, Warehousing, Automotive, Logistics, Process Industry, Telecommunication, Packaging, Medical Industry, Digital",158,51 to 200,"Antwerp, Flemish Region, Belgium",https://www.linkedin.com/company/130003,Privately Held,2003,https://media.licdn.com/dms/image/v2/C4E0BAQFZXSeAdPZmiw/company-logo_400_400/company-logo_400_400/0/1650960335994/solvint_supply_management_logo?e=1733961600&v=beta&t=06kkAO-VV0T1ZCb9j_2d0EjtSaa7Lhjq4RqGyBK5qZA,"Solvint is a European expertise firm in end-to-end Supply Chain Management (Plan, Source, Make, Deliver), with offices in France, Belgium, the Netherlands and Switzerland.

A team of more than 150 experienced professionals serves more than 100 local and international clients. 

SOLVINT supports organisations in managing key business challenges, when they face:
- Significant growth, leading to expansion of their supply chain footprint and capabilities
- Resource constraints, leading to a need for flexible expertise to manage temporary resource gaps
- M&A activities, leading to the need for specific expertise to ensure correct valuation and smooth integration
- Margin pressure, leading to the need to reduce cost and improve EBIT
- Workforce model redesign, leading to the need to create an agile structure balancing internal capabilities with external expertise
- Organisational changes, leading to the need for specific capabilities or capacity to ensure a smooth transition 

SOLVINT is focused on 3 key areas:
- EBIT Improvement: EBIT improvement projects
- Plug & Play Expertise: Domain experts for capability or capacity needs
- Org. & People Development: Organisational development projects, training & workshops

Our services have a direct and measurable impact on your company’s performance.

NEED AN EFFECTIVE, FAST AND FLEXIBLE SOLUTION?
There is no such thing as a ‘one fits all’ solution! Solvint embraces a customer oriented approach. Your specific requirements are the basis for our tailor-made proposal. After a non-binding short intake meeting we present you our suggestions for an effective and result-oriented approach.

Contact us at info@solvint.com",Yes
SN98,Spacewell | A Nemetschek Company,spacewell|anemetschekcompany,Salesnav,,#N/A,#N/A,https://spacewell.com,spacewell.com,spacewell,IT Services and IT Consulting,"proptech, IWMS, Digital Twin, building management software, BIM for FM, facility management software, workplace management software, workplace experience software, space monitoring, comfort monitoring, air quality monitoring, building IoT, smart building, smart workplace, agile workplace solutions, space optimization, SaaS, Workplace analytics software, CPIP",203,201 to 500,"Antwerp, Flemish Region, Belgium",https://www.linkedin.com/company/19036603,Public Company,?,https://media.licdn.com/dms/image/v2/C560BAQEUHI5I4JzUCQ/company-logo_400_400/company-logo_400_400/0/1630623883967?e=1733961600&v=beta&t=2XCRfJ9paR2IYyI-fwK3s2SOXJ3ypLKrGVPFZXduAL4,"Spacewell, a Nemetschek Group company, is a technology and consulting firm, supporting its clients across the globe to improve the performance of their building portfolios. Our core purpose is to make buildings work harder for their occupants by unlocking the power of building data. We assist our clients to optimize their facility operations and achieve bottom-line savings. And we help them create workplaces that offer the agility, flexibility, and connectivity needed to support new ways of working.

The Spacewell offering consists of:
-	IoT-connected Spacewell Workplace SaaS platform for 
        - Workplace Analytics
        - Workplace Experience
        - Workplace Management
-      AI-powered Energy management software (Dexma)
-	Maintenance software (planning, inspections, execution, compliance)
-       Independent advisory services delivered by domain experts (Advisory)

Spacewell is an Accredited Solution, by @Wiredscore. The Spacewell solution is also accredited against the Smart Building Certification (SBC)  framework.

To learn more, please visit: www.spacewell.com

#IWMS #CPIP #smartbuildings #PropTech #WorkTech #digitaltwin #CRE #software #BuildingIoT #realestate #workplace #facilitymanagement #energymanagement #buildingmaintenance
ment",Yes
SN99,Stefanini Emea,stefaniniemea,Salesnav,,#N/A,Consultancy,https://stefanini.com/en/emea,stefanini.com,Stefanini,IT Services and IT Consulting,"Managed Services, Systems Integration & Development, IT Infrastructure Outsourcing, Application Lifecycle Management, Social Media Monitoring, SAP Consultation, SAP Deployment, Business Process Outsourcing, eClinical support, Application Development, Digital, Augmented reality, Artificial intelligence, Cybersecurity",2079,10001+,"Zaventem, Flemish Region, Belgium",https://www.linkedin.com/company/166287,Privately Held,1987,https://media.licdn.com/dms/image/v2/C4E0BAQGjv1pQWIx1SA/company-logo_400_400/company-logo_400_400/0/1630655735664/stefanini_emea_logo?e=1733961600&v=beta&t=aMli584B9QjX-oFzxj5Wua-m7ObYsYB3fdPeRoMTtO0,"Stefanini is a global company with over 35 years of experience in accelerating digital transformation. We co-create alongside our clients by helping them embrace modern technology and innovative solutions for their current portfolio. 
Our digital capabilities and industry expertise can help redesign products and services.
We offer a diverse selection of technology solutions including digital workplace, cybersecurity, artificial intelligence, cloud, agile development, automation, next gen applications.
Stefanini EMEA is present in 16 countries with 11 offices. 
Our 2,600+ employees reshape the workplace by helping clients with their digital transformation journey. We help our clients and partners embrace the power of change by offering: Information Technology Outsourcing services, including IT support in 35 languages, application development, IT systems configuration and ERP/SAP counselling.
Main Stefanini EMEA locations:
-Romania
-Belgium
-Moldova
-Poland
-Spain
-Portugal
-Netherlands
-Germany
-Switzerland 
-Italy
-Greece
-Sweden
-Denmark
-France
-Hungary
-United Kingdom
",Yes
SN100,Stg,stg,Salesnav,,#N/A,#N/A,http://www.stg-group.be,www.stg-group.be,stg-group,Wholesale,"Sanitair, Wellness, Verwarming, hernieuwbare energie",693,501 to 1000,"Herentals, Flemish Region, Belgium",https://www.linkedin.com/company/2312217,Public Company,1979,https://media.licdn.com/dms/image/v2/C560BAQGXA09RG2j80Q/company-logo_400_400/company-logo_400_400/0/1630668190180/schrauwen_sanitair__verwarming_logo?e=1733961600&v=beta&t=gu1D9ShuFSUeoldDHLpY7lw1EktNNlwfemp9Dyc1unM,"Wij zijn STG, oftewel  Sanitair Technische Groothandel. De nationale groothandel in sanitair, verwarming en installatietechnieken. De klantgerichte speler die adviseert en inspireert. En daarbij geen technische uitdaging uit de weg gaat. 

In onze ProShops staan we onze professionele klant graag met technische raad en daad bij. In onze toonzalen begeleiden we met plezier de (ver)bouwprojecten van onze particuliere klant.

Met al onze ervaring en expertise bouwen we samen verder aan de beste service, een winnend assortiment, de juiste voorraad, de mooiste inspiratie én deskundig advies. Elke dag opnieuw. Elke dag beter. STG heeft het!",Yes
SN101,Stream Software,streamsoftware,Salesnav,,#N/A,#N/A,http://www.streamsoftware.eu,www.streamsoftware.eu,streamsoftware,Software Development,"Software, Services, Logistics, Customs",59,51 to 200,"Antwerp, Flemish Region, Belgium",https://www.linkedin.com/company/123332,Privately Held,?,https://media.licdn.com/dms/image/v2/C4E0BAQEg0EtFPFnObw/company-logo_400_400/company-logo_400_400/0/1631538808965/stream_software_logo?e=1733961600&v=beta&t=fEF3pyTqomczbiwi4rdklTYVkuoQjMMp1R4k7qGYNF0,"Stream Software combines 50 years of operational experience in logistics with advanced information technology. 
The quality of Stream Software solutions is a reflection of following elements:
The use of ‘State of the art’ technology. The legendary stability of Oracle databases on the most wide spread operating platform Microsoft. On top of quality software solutions Stream Software delivers excellent supporting services. The Stream Software team members combine a unique knowledge in technical and functional business skills. 

Stream Software aims at continuous improvement of customer service by applying the highest organisational standards. Stream Software has already formalised this aim in 1998 by means of ISO 9001 procedure. At the moment Stream Software is norm 2000 certified. 

Stream Software delivers more than quality software. In close co-operation Stream Software provides his customers with guidance in optimising logistic and financial business processes and focuses on long-term relationships.",Yes
SN102,Tcr,tcr,Salesnav,,#N/A,#N/A,http://www.tcr-group.com,www.tcr-group.com,tcr-group,Airlines and Aviation,"GSE SOLUTIONS - Ground Support Equipment, RENTAL & OPERATING LEASE, aviation , Ground  Support Equipment, Ramp equipment, rental of GSE, second hand ground support equipment, pushback, GPU, ASU, dolly, passenger stairs, aviation ramp equipment, Telematics, GSE fleet consultancy, Fleet flexibility, GSE rental, GSE refurbishment, GSE supply, Second hand GSE, technicians, recruit, Refurbished equipment, airlines, airports, GSE Solutions, GSErental, GSE, groundhandling",1154,1001 to 5000,Brussels Metropolitan Area,https://www.linkedin.com/company/848145,Privately Held,1999,https://media.licdn.com/dms/image/v2/C4D0BAQFKWpbSMhsThg/company-logo_400_400/company-logo_400_400/0/1630525312356/tcr_logo?e=1733961600&v=beta&t=7EbSoVJ8h2x6ZORE8NQpnN_3mpaVjx5n20tQ5boLTEI,"?????? ???? ?? ?????????????? ???????????? ???????????????? ???? ?????? ???????????? ?????????????????? ?????? ???????????? ????????????????, ???????????????? ?????? ????????????????. Rental solutions include full service rental with R&M and fleet services. Fleet consultancy, telematics and full fleet sale & rent back are also part of TCR’s expertise. After the rental period, a large range of well-maintained and refurbished second-hand GSE equipment is available for sale. TCR is active in over 180 airports through 18 countries worldwide managing a total fleet of over 35.000 units of GSE.  

Facts & Figures: 
? HQ: Brussels- Belgium
? Employees: 1 300+ staff
? Rented GSE: 30 000+ units
? Presence in airports : 130+
? Presence in Americas – Europe – Asia Pacific – Middle East
? Number of workshops : 70+

???????? ???? ???????? ?????? ????????? https://www.tcr-group.com/careers/

Thank you for your trust! ",Yes
SN103,Team.Blue,teamblue,Salesnav,,#N/A,#N/A,https://team.blue,team.blue,team.blue,Software Development,?,574,1001 to 5000,"Ghent, Flemish Region, Belgium",https://www.linkedin.com/company/19208214,Privately Held,?,https://media.licdn.com/dms/image/v2/C560BAQHHx2T0k8x9vw/company-logo_400_400/company-logo_400_400/0/1630629956888/teamblue_logo?e=1733961600&v=beta&t=VSi8EzOubY_wZDc5mPb7yks99JplucyrVzIZBSccoDg,"team.blue is an ecosystem of successful brands working together across regions to provide customers with everything they need to succeed online. 40+ successful brands make up the group; within those brands, over 2000 experts serve its 2.5+ million customers across Europe and beyond. 

team.blue's brands are a mix of traditional hosting businesses, offering services from domain names, email, shared hosting, e-commerce and server hosting solutions and specialist SaaS providers offering adjacent products such as compliance, marketing tools and team collaboration products. This broad product offering makes it a one-stop partner for online businesses and entrepreneurs across Europe. ",Yes
SN104,Telenet,telenet,Salesnav,TriFinance,6,#N/A,http://www.telenet.be,www.telenet.be,telenet,Telecommunications,"Internet, Television, Telephony, Entertainment, Mobility, Connectivity, Telecommunications, innovation, digital inclusion",3576,1001 to 5000,"Mechelen, Flemish Region, Belgium",https://www.linkedin.com/company/4892,Privately Held,1996,https://media.licdn.com/dms/image/v2/D4E0BAQGC6z89y1f0mw/company-logo_400_400/company-logo_400_400/0/1684480905210?e=1733961600&v=beta&t=kMcMX6gu1ZEedTKWt92dj0X7S9sA-a_KJfvNT-_1_lI,"As a provider of media, telecommunications and entertainment services in Belgium, Telenet is always looking for the ideal experience in the digital world for all of its residential and business customers. 

We offer seamless connectivity, inspiring entertainment and superior business solutions. And in everything we do, we try to ‘wow’ our customers. Our goal is simple: making work and life easier and happier. 

We commercialize our products and services through 3 main brands.

?? With Telenet, we want to enable and inspire our customers to get the most out of their digital lives. Through our innovative products and our qualitative customer services, we want to respond to our customers’ expectations, offering them the best possible experience in the digital world. 

?? With Telenet Business we serve the business market with connectivity, hosting and security solutions.   

?? With BASE, we continuously challenge the mobile market by launching products and services that ensure the customer always wins. With BASE we try to facilitate the life of our customers via mobile technology. BASE is also a perfect partner for professionals.

At Telenet we strive for sustainable growth ??, with a good balance between operational excellence and social responsibility, taking into account the social, economic and environmental aspects of our business operations. Together with our employees and our partners, we want to make a positive contribution to the Belgian digital economy and build a digital society that is accessible to all. 

Together, we are ready for tomorrow! 

You have a question or a remark? 

- Contact us: bit.ly/3LHWhFV
- Messenger: m.me/telenet

Privacy rules? ?? bit.ly/42Bz3Y4
",Yes
SN105,Terumo Europe,terumoeurope,Salesnav,TriFinance,#N/A,#N/A,http://www.terumo-europe.com,www.terumo-europe.com,terumo-europe,Medical Equipment Manufacturing,"INTERVENTIONAL SYSTEMS?, CARDIOVASCULAR?, PHARMACEUTICAL SOLUTIONS?, HOSPITAL CARE SOLUTIONS?, LIFE CARE SOLUTIONS?",873,1001 to 5000,"Leuven, Flemish Region, Belgium",https://www.linkedin.com/company/16177796,Public Company,1971,https://media.licdn.com/dms/image/v2/C4E0BAQFdmiwGcnCV5Q/company-logo_400_400/company-logo_400_400/0/1631311338681?e=1733961600&v=beta&t=cIrfqGVFwsR46J5GyiDp_DsV14ECNtGzUcZbhlbJXKM,"Terumo Europe is a core player in the EMEA healthcare market by providing best-in-class quality medical products and services. 

We are a strong actor of the Terumo Group by contributing to innovation and sustainable growth. Terumo Europe produces, distributes, markets, and sells a vast range of medical devices in five main business units: Interventional Systems, Pharmaceutical Solutions, Hospital Care Solutions, Cardiovascular and Life Care Solutions. 

Our headquarters are located in Leuven (Belgium).

Terumo Europe committed to cultivating a globally diverse, equitable and inclusive culture.

We empower everyone to bring their authentic self to work, which we believe leads to innovation that addresses the diverse healthcare needs of global society.",Yes
SN106,Tes,tes,Salesnav,,#N/A,#N/A,https://tes-h2.com,tes-h2.com,tes-h2,Renewable Energy Power Generation,"Green Hydrogen , Clean Hydrogen, Blue Hydrogen, Energy Transition, Mobility, Energy, Decarbonisation, CCUS, Electrolyzer, Hydrogen Import , Sustainable , Sustainability , Power , Green energy, Solar, Wind, Europe ",262,51 to 200,"Zaventem, Flemish Region, Belgium",https://www.linkedin.com/company/77065267,Privately Held,2019,https://media.licdn.com/dms/image/v2/D4E0BAQHVJf9Ee1_fyA/company-logo_400_400/company-logo_400_400/0/1688654030156/tes_h2_logo?e=1733961600&v=beta&t=3ElD3yK1xpLJ2M7UW3JgAViDape2_jdIJuQSmUfxRRI,"TES is a global green energy company leading the way in the production of e-NG (electric natural gas derived from green hydrogen). 

Headquartered in Europe, TES is committed to making reliable and affordable green energy accessible to all by implementing giga-scale projects using a proven, scalable and cost-effective method. With a presence in the North America, Middle East, Asia and Australia, the company’s green hydrogen model uses solar and wind energy in low-cost areas with abundant sunlight or wind. The green hydrogen is then combined with climate-neutral CO2 and transformed into e-NG, a renewable molecule, easy to transport and store using existing infrastructure. 

Through the supply of e-NG to various industries, TES aims to win the climate race ensuring the mass adoption of green molecules across the globe.",Yes
SN107,The Cookware Company,thecookwarecompany,Salesnav,TriFinance,#N/A,>30 vacatures,http://www.cookware-co.com/,www.cookware-co.com,cookware-co,Consumer Goods,"cookware, ceramic non-stick coatings, bakeware, healthy cookware",291,1001 to 5000,"Ghent, Flemish Region, Belgium",https://www.linkedin.com/company/2848240,Privately Held,?,https://media.licdn.com/dms/image/v2/C4D0BAQF5nVfrwmFRiw/company-logo_400_400/company-logo_400_400/0/1631335438242?e=1733961600&v=beta&t=cHg4zfBvaSCtKBaa3ST2J1O24yk2VK0J2gs8Isgm2W0,"The Cookware Company is a global cookware manufacturer with worldwide brand presence. Starting in Belgium in 2007 with their original brand, GreenPan, The Cookware Company was the first to introduce PTFE-free non-stick cookware into the market. 

With Thermolon ceramic non-stick, GreenPan has given customers a whole new option when it comes to healthy cooking. This technology has taken the world by storm, spreading from Belgium to other countries. 

Since the birth of GreenPan™, The Cookware Company has grown to a group of numerous and high standing brands, such as Green+Life, Vita+Verde, Green Chef, Gero, BK Cookware, Van Kempen & Begeer, Keltum, Kochstar … and we are just beginning!

Today, all of our brands can be found in retail, grocery, mass market and specialty stores as well as on television shopping channels and retail websites in over 100 countries around the world. 

The Cookware Company continues to be known as the house of innovation, launching new cookware concepts on a regular basis. That’s why we are continuously looking for driven and entrepreneurial human assets. From Belgium to New York and Hong Kong. 

Are you ready to spread the word about Thermolon ceramic non-stick technology? 
",Yes
SN108,Tom&Co,tom&co,Salesnav,TriFinance,#N/A,>30 vacatures,http://www.tomandco.com,www.tomandco.com,tomandco,Retail,Pet Supplies,531,51 to 200,"Dilbeek, Flemish Region, Belgium",https://www.linkedin.com/company/2498762,Sole Proprietorship,1991,https://media.licdn.com/dms/image/v2/C560BAQFdocHpkDeUOQ/company-logo_400_400/company-logo_400_400/0/1634293104304/tomco_logo?e=1733961600&v=beta&t=OaqCnKnT3f28QpTCtBiFtYTtCDMK4bp2cY1rX2d6Ccc,"Enseigne d’animalerie de plus de 200 magasins dans un secteur en pleine croissance, Tom&Co est le spécialiste pour les animaux de compagnie depuis plus de 30 ans. 
En plus de son large assortiment de produits et de ses marques exclusives, Tom&Co propose non seulement de nombreux services mais est également un véritable expert en conseil et a su créer un réseau des plus fiables avec de nombreux partenaires, des associations et des experts. Mais surtout, chez Tom&Co, c’est le bien-être animal qui est au cœur des réflexions, et l’adoption à l’honneur.

Tom&Co is een dierenspeciaalzaak met meer dan 200 winkels in een snelgroeiende sector. 
Al meer dan 30 jaar is Tom&Co een vooruitstrevende specialist met een ruim assortiment aan producten, exclusieve merken en eigen diensten. Als een expert in advies positioneert Tom&Co zichzelf in de markt met een betrouwbaar netwerk, uitgebouwd met talrijke partners, verenigingen en deskundigen. Bovenal is er bij Tom&Co aandacht voor het welzijn en de adoptie van alle dieren. ",Yes
SN109,Tomorrowland,tomorrowland,Salesnav,,#N/A,#N/A,http://www.tomorrowland.com/jobs,www.tomorrowland.com,tomorrowland,Entertainment,"Events, Music, Fashion, Creation",937,51 to 200,"Antwerp, Flemish Region, Belgium",https://www.linkedin.com/company/10304452,Public Company,2005,https://media.licdn.com/dms/image/v2/C4D0BAQFAN0fWJ2LDnA/company-logo_400_400/company-logo_400_400/0/1630528018101/tomorrowland_logo?e=1733961600&v=beta&t=3_vcXJylB6vJFZsYCHyubTNSOBruNpDa7m8T6_l3MRo,"Live Today, Love Tomorrow, Unite Forever.

With festivals in Belgium (Boom), USA (Chattahoochee Hills) and Brazil (Itu), Tomorrowland welcomes more than 400,000 People of Tomorrow from all over the world. Tomorrowland has become more than a festival, it's a global community.",Yes
SN110,Tomra Food,tomrafood,Salesnav,,#N/A,#N/A,https://www.tomra.com/food,www.tomra.com,tomra,Automation Machinery Manufacturing,?,798,1001 to 5000,"Leuven, Flemish Region, Belgium",https://www.linkedin.com/company/30129419,Public Company,?,https://media.licdn.com/dms/image/v2/C4D0BAQEXv3iY0bbgvw/company-logo_400_400/company-logo_400_400/0/1630517764190?e=1733961600&v=beta&t=mmLy9NrmIHzcRZoNjoitBTTgh-QNMXLVUGDP81cvBE0,"We design and manufacture sensor-based sorting machines and integrated post-harvest solutions for the food industry, using the world’s most advanced grading, sorting, peeling, and analytical technology. 

Over 8,000 units are installed at food growers, packers, and processors around the world for fruits, nuts, vegetables, potato products, grains and seeds, dried fruit, meat and seafood. Our mission is to enable its customers to improve returns, gain operational efficiencies, and ensure a safe food supply via smart and easy-to-use technologies. To achieve this, we operate centers of excellence, regional offices, and manufacturing locations within the United States, Europe, South America, Asia, Africa and Australasia.

TOMRA Food is a member of the TOMRA Group that was founded on innovation in 1972 that began with design, manufacturing and sale of reverse vending machines (RVMs) for automated collection of used beverage containers. 

TOMRA has ~100,000 installations in over 80 markets worldwide and had total revenues of ~9,3 billion NOK in 2019. The Group employs ~4,500 globally and is publicly listed on the Oslo Stock Exchange (OSE: TOM). For further information about TOMRA, please see www.tomra.com",Yes
SN111,Trendminer,trendminer,Salesnav,,#N/A,#N/A,https://www.trendminer.com,www.trendminer.com,trendminer,Software Development,?,101,51 to 200,"Hasselt, Flemish Region, Belgium",https://www.linkedin.com/company/10331945,Privately Held,2008,https://media.licdn.com/dms/image/v2/D560BAQHyznXzmjrgJg/company-logo_400_400/company-logo_400_400/0/1719324330459/trendminer_logo?e=1733961600&v=beta&t=ecFD5txxhXU50G3yl6ZDb18aVtfcHbEPlzmFQ6P2fzA,"TrendMiner is a fast, powerful and intuitive advanced industrial analytics platform designed for real-time monitoring and troubleshooting of industrial processes. It provides robust data collection, analysis, and visualization enabling everyone in industrial operations for making smarter data-driven decisions efficiently to accelerate innovation, optimization, and sustainable growth.

TrendMiner, a Proemion company, is founded in 2008 with our global headquarters located in Belgium, and offices in the U.S., Germany, Spain and the Netherlands. TrendMiner has strategic partnerships with all major players such as Amazon, Microsoft, SAP, GE Digital, Siemens and Aveva, and offers standard integrations with a wide range of historians such as OSIsoft PI, Yokogawa Exaquantum, AspenTech IP.21, Honeywell PHD, GE Proficy Historian and Wonderware InSQL.",Yes
SN112,Van De Velde,vandevelde,Salesnav,,#N/A,#N/A,http://www.vandevelde.eu,www.vandevelde.eu,vandevelde,Retail Apparel and Fashion,?,454,1001 to 5000,"Wichelen, Flemish Region, Belgium",https://www.linkedin.com/company/38283,Privately Held,1919,https://media.licdn.com/dms/image/v2/C4D0BAQGOnkUpy8LGRQ/company-logo_400_400/company-logo_400_400/0/1630533795305/van_de_velde_logo?e=1733961600&v=beta&t=kQiRNWMv23hn03okupXDgi_WhNPEdjtkXfLzqvvB6V0,"Van de Velde, founded in 1919 by the Van de Velde family, creates fashionable lingerie of superior quality with its premium, complementary brands PrimaDonna, Marie Jo and Andres Sarda. 

We want to make a difference in women’s lives with our beautiful and perfectly fitting lingerie, by lifting their self-confidence and self-image. For us, an impeccable in-store service is key, an approach which we have consolidated in our Lingerie Styling Concept. We work in close partnership with 3,600 independent lingerie boutiques worldwide. In addition, we have our own retail network with retail brands Rigby & Peller and Lincherie. 

Our geographical center of gravity is Europe and North America. Van de Velde employs almost +1,500 employees and is listed on Euronext Brussels.
",Yes
SN113,Van Havermaet,vanhavermaet,Salesnav,,#N/A,#N/A,http://www.vanhavermaet.be,www.vanhavermaet.be,vanhavermaet,Accounting,"Accountants, Corporate Finance, Bedrijfsrevisoren, Business Controlling, Belastingconsulenten, Familieadviseurs, Juridisch adviseurs, Zakendoen in België, Tewerkstellingsadviseurs, Audit, Advisory, Business Consulting, Family Office, HR Services, International, Legal, Sustainability, Tax, Accountancy",275,201 to 500,"Hasselt, Flemish Region, Belgium",https://www.linkedin.com/company/2075116,Public Company,1942,https://media.licdn.com/dms/image/v2/C510BAQE0rMWgYu-roQ/company-logo_400_400/company-logo_400_400/0/1631380987956?e=1733961600&v=beta&t=47nahRsvfddNp8UatKZg4P-QWH6_llm7vSts8LXy2U0,"UW RECHTERHAND
Als ondernemer bent u maar zo sterk als de mensen die u omringen. Dus reik ons de hand. Wij laten uw cijfers kloppen, dat zeker. Maar we adviseren u ook, zowel op fiscaal, financieel, sociaal als juridisch vlak. Als vertrouwenspersoon gidsen we u doorheen een steeds complexere wereld. En zetten we die complexiteit om in opportuniteit.
Samen met u kijken we naar de toekomst. Van uw bedrijf. Van u als ondernemer. En de mens achter die ondernemer.

OP UW MAAT
Bedrijfsvoering en markten worden steeds complexer. Onze experts scheppen voor u eenvoud en duidelijkheid. Vanuit een multidisciplinaire aanpak streven we naar optimale resultaten binnen een duurzame relatie.

KWALITATIEF ADVIES
Meer dan 55 jaar ervaring in de sector en gericht advies van meer dan 300 gedreven en ervaren medewerkers. Stuk voor stuk specialisten in hun vakgebied. Zo kan u er op vertrouwen dat we de geschikte partner zijn voor iedere onderneming of particulier.

PERSOONLIJK ADVIES
Kwalitatief advies met een persoonlijke aanpak, dat is waar het bij ons allemaal om draait. Wij zijn graag uw vertrouwenspersoon waarbij u steeds terecht kan met al uw vragen.

OPVOLGING VAN A-Z
Met onze multidisciplinaire aanpak en vakkundig team hebben we alle kennis in huis om u zowel op fiscaal, financieel, sociaal als juridisch vlak professioneel te adviseren.

WERKEN BIJ VAN HAVERMAET, DAT IS MAETWERK
Werken bij Van Havermaet, dat is maetwerk. Een job die meegroeit met je ambities, die rekening houdt met je work-life balance. Een job die als gegoten zit en je laat bloeien in de rol(len) die je op het lijf geschreven staan. Hier zit je niet elke dag tussen collega’s maar tussen maeten. Maeten die samenwerken, van elkaar leren en het beste in elkaar naar boven halen. Die gepassioneerd zijn door wat ze doen en trots zijn op het werk dat ze afleveren. Die mee onze naam hoog houden.",Yes
SN114,Vanbreda Risk & Benefits,vanbredarisk&benefits,Salesnav,TriFinance,#N/A,#N/A,http://www.vanbreda.be,www.vanbreda.be,vanbreda,Insurance,"Employee Benefits, Risk Management, Consultancy, Insurance Brokerage, Life Insurance, Accident Insurance, Construction Insurance, Credit Insurance, Cyber risks, Director's liability, Fraud insurance, Maritime insurance, Property insurance, Recall insurance, Cyber insurance, Maritime risks insurance, Supply Chain Risk Management, Travel insurance",633,501 to 1000,"Antwerp, Flemish Region, Belgium",https://www.linkedin.com/company/15192,Privately Held,1937,https://media.licdn.com/dms/image/v2/C4D0BAQGA6A2hc_iU0A/company-logo_400_400/company-logo_400_400/0/1631312168286?e=1733961600&v=beta&t=X9E26oM8xTclnwj5gdpalQRBXZRxkJb1lWlNHGEinmo,"Vanbreda Risk & Benefits is currently the largest Belgian insurance broker, and leading insurance broker and risk consultant in the Benelux. We have already accumulated more than 85 years of experience in providing tailor-made solutions to (inter)national firms, public and social institutions, SMEs and the self-employed. Our staff are specialised in insurance, risk management and employee benefits. Our thorough knowledge of the activities and risks of our clients and extensive technical knowhow and services are the key to our success, which is reflected in client loyalty exceeding 98%.

Through the international Lockton Global partnership our clients benefit from a service which guarantees the same coverage worldwide.",Yes
